page,time_in_video,mode,font_size,color,send_time,danmu_pool,user_hash,danmu_id,content
1,0.92,5,25,15138834,1756474407,0,f73f3dc8,1924205808049513984,林则徐:666模仿不艾特
1,60.617,5,25,16777215,1756463214,0,b1fac378,1924124316245585408,你呐喊，孩子彷徨了（
1,0.938,5,25,11890,1756462786,0,6b9575f0,1924124313561230848,林则徐：我不背这锅
1,0.85,5,25,16707842,1756494542,0,65befe71,1924374713157583872,林则徐大人：粉丝行为请勿上升至偶像
1,481.887,5,25,41194,1756515390,0,8e642e22,1924549596592323584,儿子：我也彻底失望了
1,543.603,5,25,15772458,1756515496,0,abf1f947,1924550485575758080,家长刷不到是最讽刺的
1,240.909,1,25,16777215,1756480281,0,d17a551e,1924255084326917632,像抓壮丁
1,213.25,5,25,16646914,1756517446,0,488be887,1924566850743057664,马云 参团0% 承伤100%
1,120.478,5,25,15138834,1756520209,0,33631edf,1924590022796316672,事实上接广更多原因是为了防止视频下架
1,44.503,5,25,16777215,1756514301,0,b647311b,1924540468009089280,这有点不尊重历史人物了吧
1,480.183,1,25,16777215,1756510200,0,c97559f4,1924506061009321472,父亲对儿子很失望，儿子对父亲很绝望
1,330.601,5,25,16777215,1756512887,0,d3b27b62,1924528603295478528,儿子是后期英雄
1,293.629,5,25,16777215,1756510504,0,613127fb,1924508609854229760,送去贵一点的时候，纯纯就是为了让他自尊更差，愧疚式教育罢了
1,190.573,1,25,16777215,1756485003,0,79fdd483,1924294692129033216,孩子cos晴天娃娃就已经算不错的了，还有可能去天台体验自由落体运动
1,38.556,5,25,15138834,1756528959,0,40bd4b8d,1924663425464976896,抛弃？那就是不履行抚养义务咯
1,429.521,1,25,16777215,1756464045,0,bb4ad0e5,1924124383958429184,刷到他们也不会看的，就是一种自信，不自信他们的心理就要崩溃了
1,382.03,1,25,16777215,1756509661,0,b6a8fb05,1924501541789245696,连砸五个？？？这也不缺钱啊，真绝了就这样做还想教育好孩子？？
1,370.26,5,25,15138834,1756508042,0,fb64d80d,1924487964550072320,中国:别招黑我！我受不了！
1,35.518,5,25,16777215,1756520790,0,523b1c82,1924594900109250816,*儿子再也不相信你了
1,306.135,5,25,16707842,1756518234,0,d31f3e2f,1924573459892379904,有这1万多，够你一个暑假陪他了
1,14.695,5,25,16777215,1756508465,0,6fbb2898,1924491512570893568,有这钱干嘛不给带出去旅游
1,503.232,5,25,16707842,1756463011,0,f5aa48fe,1924124360537435648,不愿面对客观现实就是宗教化的开始
1,220.437,5,25,15138834,1756484234,0,c056692f,1924288248553946368,不知道马老板看到这些视频会作何反应
1,335.25,1,25,16777215,1756463384,0,b13c6a9c,1924124359195258368,哈哈哈，这个好，打不过了
1,55.969,5,25,15138834,1756464090,0,8fb360e1,1924124372432481792,马云你听我说～今天我来说说你。～
1,7.389,5,25,15138834,1756511512,0,6337dd24,1924517067894716672,这人好像还抽烟
1,63.06,5,25,16777215,1756485003,0,770c3ac9,1924294694679302656,不想承认自己教育的失败，从而归结于游戏。
1,27.737,5,25,16777215,1756515737,0,50ab33aa,1924552508295239936,看风水破案了
1,319.867,1,25,16777215,1756521199,0,3e3b5de8,1924598333365313024,不是长大了就好多了，而是发现长大后他们打不过你了
1,7.042,5,25,16777215,1756524696,0,f8df97c5,1924627664887825664,那烟不是真正的鸦片？
1,212.786,5,25,15138834,1756521443,0,a7b9dd33,1924600373901804032,马化腾这招太狠了
1,333.988,5,25,16707842,1756716183,0,53691661,1926233975047810816,儿子:Ok，兄弟们装备成型直接猛攻
1,53.493,5,25,16707842,1756528206,0,60389cfa,1924657109019059968,马云，你听我说
1,8.517,5,25,15138834,1756508764,0,a80f3f8b,1924494013877690624,为何不把这个钱留给孩子，孩子会感激你一辈子的
1,15.168,5,25,16777215,1756486191,0,69d5a096,1924304662660752128,我觉得游戏没饭圈的危害大
1,31.925,5,25,15138834,1756509956,0,2344a993,1924504012602836736,爱儿TV
1,41.101,5,25,16777215,1756497580,0,36b23e61,1924400199796106240,磕嗨了？
1,57.835,5,25,16777215,1756483689,0,ebda9f05,1924283671344064256,那就玩单机游戏doge
1,12.96,5,25,16777215,1756483650,0,1af2504e,1924283341754863616,你猜为什么孩子喜欢玩游戏？
1,384.294,5,25,15138834,1756517896,0,1fa2c372,1924570624115168768,俩父母是打瓦认识的
1,57.6,5,25,16707842,1756528343,0,355fc0b8,1924658255951830528,这俩孩子真是遭罪了
1,475.632,1,25,16777215,1756515687,0,522a8b67,1924552088462186752,全程教育缺失，儿子进去后有种责任被转移的轻松感，真是行！！
1,379.861,1,25,16777215,1756513375,0,277b8a5f,1924532695636405248,手机不要，放转转上
1,522.642,5,25,16777215,1756521340,0,523b1c82,1924599508365774080,小儿子和大儿子还有妹妹是豪人
1,58.217,5,25,16777215,1756483705,0,ebda9f05,1924283808002809088,那就玩单机游戏doge
1,325.944,1,25,16777215,1756517082,0,14e04c93,1924563793539608576,自己投资的产品没有给自己带来收益，他们当然急了。
1,210.175,5,25,16707842,1756513767,0,e79d4eef,1924535981823208704,马云：？
1,173.374,5,25,15138834,1756525678,0,c197e9c0,1924635905772165632,接广视频被投诉也不会下架
1,433.972,5,25,16707842,1756517790,0,3382d161,1924569730099086336,并非希望孩子出头，只是希望自己因此有钱
1,55.732,5,25,16777215,1756514899,0,6785ee06,1924545481745666816,马云你听我说
1,2.469,5,25,16777215,1756551294,0,38ac98c,1924850787231149312,自己没能力教育好孩子，只能怪游戏的无脑家长罢了
1,225.267,5,25,15138834,1756525749,0,ed5fea19,1924636494862697472,马化腾这招太狠了
1,295.332,5,25,16777215,1756516885,0,b29efb7a,1924562140715497984,这种情况在家乖乖打游戏都是好的，起码没到社会上惹事
1,116.046,5,25,16777215,1756516844,0,60fed7d0,1924561796363276800,别怪他，他也要赚钱
1,25.971,5,25,16707842,1756519536,0,6256a45b,1924584380081344768,这下看懂了
1,59.497,5,25,16646914,1756516714,0,2babf55f,1924560708251742720,《马云你听我说》
1,229.205,5,25,16707842,1756513319,0,3ec31c5e,1924532225723280896,R星：我的错吗？
1,22.611,5,25,15138834,1756510563,0,36f255b9,1924509107743068672,因为他是来赚钱的
1,476.887,5,25,15138834,1756518031,0,1fa2c372,1924571753716782848,父母是打瓦认识的
1,29.16,5,25,16777215,1756507443,0,1e92b573,1924482936854972672,这下听懂了
1,562.125,5,25,16646914,1756473656,0,da128ffb,1924199512172142848,"某些""家长"" : 听不懂思密达"
1,15.365,1,25,16777215,1756609885,0,1c890271,1925342277996236288,哦，网络游戏啊，那没事了，我玩的单机（doge）
1,480.709,5,25,16777215,1756615895,0,e2b8240d,1925392694830598144,谁对谁失望还真不一定
1,386.282,5,25,16777215,1756553021,0,13e951ad,1924865269424427520,第一次怀疑儿子是跟父母打瓦认识的
1,459.593,5,25,41194,1756515357,0,8e642e22,1924549319902834432,王者吊图蚌埠住了
1,341.189,5,25,8700107,1756515305,0,4d488c33,1924548887721759488,被打趴在地板上不敢再打了
1,246.043,5,25,16646914,1756463200,0,9ab2e2af,1924124351142194688,没那么高
1,9.139,1,25,16777215,1756462586,0,cf7ff155,1924124296112926208,五六十万花儿子身上，去旅游或者买一些想买的东西，无干想干的事，网瘾早就戒了
1,380.905,5,25,16707842,1756535782,0,fc9eb139,1924720657221413120,别砸啊，回收旧手机，找转转啊
1,116.689,5,25,4351678,1756507066,0,3f4d27ce,1924479773569058304,大家不要感到尴尬，主播也要吃饭的...
1,253.51,1,25,16777215,1756462507,0,a9ba5d6c,1924124285375507969,生孩子前考父母证可行吗
1,32.649,5,25,8700107,1756555830,0,91cdf34b,1924888834710465280,儿子：请输入文本
1,477.417,5,25,15138834,1756462743,0,b0591ac6,1924124312219053568,不懂就问，这位家长，你是觉得这样很光荣，很值得炫耀吗？
1,217.482,5,25,15138834,1756529371,0,20056c3d,1924666883920551424,这下听懂了
1,26.259,5,25,15138834,1756463681,0,a2b12573,1924124357853081088,没有一样是从自己身上找原因的
1,551.124,5,25,16777215,1756520487,0,4d8ee8d6,1924592359190873856,家长是不刷b站的…
1,51.953,5,25,41194,1756517066,0,15a68f94,1924563659389486848,《视频同款 ，立即购买 》
1,296.146,5,25,15138834,1756515282,0,9c5ce523,1924548692200179968,感动了自己
1,222.109,1,25,16777215,1756513156,0,c82b197c,1924530858656711168,马云关键团战承伤100%。
1,434.534,5,25,16646914,1756522128,0,e5c12df0,1924606122808487680,他们的认知里，孩子就是给让自己过上好日子的工具，他们不会在乎孩子的感受
1,94.96,5,25,15138834,1756513257,0,3ec31c5e,1924531707583876096,666戒网瘾学校费用比我命还高
1,4.44,1,25,16777215,1756481850,0,2ff79e88,1924268241924993280,林则徐被黑的最惨的一次
1,7.752,1,25,16777215,1756473725,0,335326ee,1924200089527098368,有那精力多陪陪自己儿子不好吗？关心关心你儿子
1,545.367,5,25,15138834,1756524932,0,ddb8658d,1924629647132372736,家长刷到了会直接无视
1,43.046,5,25,15138834,1756530880,0,e62fcd5e,1924679543512543744,哈哈哈 他疯了 他真的疯了
1,425.247,5,25,16777215,1756518560,0,2395be07,1924576191231791872,ps：“傻子共振”算是个伪概念，b站有up纠过错的
1,116.541,5,25,16707842,1756507701,0,23b11a08,1924485101166265344,这也是产业链
1,551.036,5,25,15138834,1756505843,0,d89cbeaf,1924469517313485056,。。。。其实很多家长都不刷b站，就算刷到基本不会看。。。
1,36.607,1,25,16777215,1756482908,0,b9d91dc3,1924277118180269312,他自己有心理问题吧
1,480.272,5,25,16777215,1757597476,0,3569e6df,1933626797975520512,谁对谁失望还不一定呢
1,40.725,5,25,15138834,1756520766,0,4dd8c146,1924594697037821696,精神病
1,206.576,5,25,15138834,1756513474,0,1dc662ac,1924533530092929536,网易这招太狠了（doge）
1,338.282,5,25,16707842,1756715006,0,a1ce8205,1926224103074163456,免费的教练，直接参透武学功底
1,62.03,5,25,16777215,1756514746,0,657f67c5,1924544193800506880,我猜里面有生意
1,533.66,1,25,16777215,1756467816,0,effe8386,1924150524002325504,都是利用正规合法教育机构做包装，很多违法的事都是只有受害者大胆曝光才勉强有点用
1,481.249,1,25,16777215,1756490992,0,64fb9841,1924344930512290816,投资失败了是吧？小孩不是理财产品好吧。
1,289.374,5,25,16777215,1756530657,0,9df32a6d,1924677665580422656,典型的自己没本事却要求孩子必须达到自己达不到的目标。
1,199.342,5,25,16777215,1756526272,0,ab632d3d,1924640884822665728,游戏：已读不回
1,356.773,5,25,15138834,1756488640,0,3d193b32,1924325206152148992,怎么加入，我要刷屏
1,409.298,5,25,16707842,1756531892,0,f9b237a1,1924688027826480128,优秀的人会互相吸引（
1,168.073,1,25,16777215,1756518132,0,2b1e3800,1924572597643863296,←前面的，他要是不接广，就可能被别人投诉下架
1,536.098,5,25,16777215,1756640349,0,8ee1526d,1925597833315660288,这爸爸也是正常人
1,243.735,5,25,16777215,1756527415,0,42f24fd2,1924650470073898496,乌克兰同款宝宝巴士既视感
1,47.7,5,25,15138834,1756524623,0,95942e72,1924627053920610560,《视频同款 立即购买》
1,336.277,5,25,16707842,1756529951,0,3cb6c217,1924671742929326336,自作自受
1,105.219,5,25,16777215,1756527587,0,de96332d,1924651911572128000,最后冰冷的孩子变成了温暖的200万对吗？
1,55.693,5,25,16707842,1756569734,0,38fe7374,1925005470830313728,“马云你听我嗦，让我来嗦嗦你~”
1,18.387,5,25,16777215,1756519828,0,f89697d4,1924586829831571456,把这五六十万直接给孩子，让他出去旅游玩，你看他沉迷不？
1,16.826,5,25,16777215,1756531487,0,3ca0090b,1924684629625966080,你先多了解了解网络游戏吧
1,523.168,1,25,16777215,1756467646,0,58d61a32,1924149094466166016,反游为什么要拿一个国旗呢？
1,279.937,1,25,16777215,1756463409,0,ab71e116,1924124343089131008,不陪孩子还期望孩子成绩好
1,190.952,1,25,16777215,1756492746,0,786b7462,1924359647805555712,林则徐：别给我抹黑泼脏水，时代的车轮是进步的，我们不能关闭它
1,295.475,5,25,15138834,1756610615,0,6d03d9ce,1925348401705899008,你想要的不一定代表孩子是想要的
1,245.991,1,25,15138834,1756509002,0,f1d03df6,1924496015591884544,这简单粗暴的教育方式完全把孩子逼成陌生人。
1,36.181,5,25,14811775,1756541471,0,fd6fe3e0,1924768384676517120,申请中译中
1,11.196,1,25,16707842,1756519296,0,4bc66eec,1924582361916621568,五六十万都可以让儿子躺平半辈子
1,521.299,1,25,16777215,1756515190,0,19ecd991,1924547922260183296,敢到哔哩哔哩直接被骂死了
1,42.755,1,25,16777215,1756498644,0,ced66084,1924409127246139904,我感觉他自己魔怔了
1,450.443,1,25,16777215,1756466459,0,5a081113,1924139133153499392,两只麻雀总想着能生出凤凰
1,117.361,5,25,15138834,1756738541,0,6e21f529,1926421529542214912,原来是接了广，防止下架
1,41.611,1,25,16707842,1756595941,0,7ab13e7e,1925225311164101376,自称林则徐？他配不配？真招笑
1,42.914,5,25,15772458,1756553310,0,ee68b454,1924867699142590976,这个人已经疯魔入体了
1,40.96,5,25,15138834,1756527195,0,5efa2bed,1924648625343058944,这下看懂了
1,0.0,5,25,15138834,1756519437,0,9a41ba07,1924583552268227328,一句话，没有利益谁都不会做，顶着反对游戏谋取利益
1,42.872,1,25,16777215,1756511997,0,f076bcd0,1924521138164566272,我感觉他单纯，就是想出去玩儿的，不想管他家里人
1,547.639,5,25,15138834,1756463516,0,28ad1ebb,1924124352484371968,真的会有多少个家庭会听呢
1,22.606,5,25,16707842,1756620497,0,3c4de6b9,1925431299549035008,话又说回来了
1,4.711,1,25,16777215,1756512073,0,7a091e44,1924521777066229248,林则徐转世？我还以为是禁烟的。
1,345.546,5,25,15138834,1757146917,0,6e4af63b,1929847235714342656,因为倒下就没有地板哥打了（bushi
1,8.259,5,25,16707842,1756557006,0,b4072b30,1924898696030640384,林则徐罪不至此 
1,94.519,5,25,16777215,1756638473,0,d4d1d175,1925582091085769472,2万9800，其中2万9799都是电费
1,335.002,1,25,16777215,1756462421,0,6f365d86,1924124289402039808,凡动刀剑者必死于刀剑之下
1,385.899,5,25,16777215,1756874924,0,124e5237,1927565585751926528,手机的钱是自己的砸手机这行为约等于毁坏自己的财产，有点招说是
1,538.188,5,25,15138834,1757208031,0,b5a5595a,1930359897674263040,是畸形到更畸形的演变过程
1,218.1,1,25,16777215,1757847771,0,1cbcc283,1935726425369918208,网易公司这招实在是太狠了
1,477.465,5,25,16755202,1759145696,0,2ff3e885,1946614209794562048,儿子：还有这种好事
1,491.951,5,25,15138834,1757025458,0,ab6acbbb,1928828357894569472,不会被下架的，他们根本不看哔站
1,321.274,1,25,16777215,1756956921,0,39afc74a,1928253428816166144,自己做不到，便要求孩纸做到。望子成龙，没想过自己是不是龙。
1,3.12,1,25,16646914,1759147667,0,c6d58741,1946630739890163968,父母教育不了孩子，只能转移目标打着为孩子好的旗号怪一切能怪罪的！
1,471.216,5,25,16707842,1758376339,0,5a59ddf2,1940160375274123008,孩子：精彩
1,499.169,5,25,38979,1757236687,0,2253a0a1,1930600275828827904,管管家长，救救孩子和游戏吧
1,78.42,1,25,16777215,1756999875,0,6cc22d2,1928613758688197632,原来是生意那就不奇怪了
1,241.563,5,25,16777215,1756894942,0,90610803,1927733516834568448,那辆奥迪车：放了他！
1,402.011,1,25,16777215,1757753016,0,ee419662,1934931558885187072,是的，在中国式教育下孩子认为最有效的反击手段不是物理/化学而是自毁
1,2.748,5,25,16777215,1757182244,0,212c2eec,1930143576780755712,游戏有健康系统，需满18岁才可以随便玩游戏，那些未满18岁的孩子也能随便玩游戏是谁的责任
1,453.82,5,25,16707842,1757178358,0,71788e21,1930110979195756800,没那么明事理
1,217.989,1,25,16777215,1758345293,0,543c3f49,1939899936821165824,马化腾这招太阴了
1,323.947,5,25,16777215,1758081100,0,4c572cc9,1937683727337668608,成年人自己选择的路，自己扛！管孩子啥事儿？
1,458.265,5,18,16707842,1757238380,0,24a7b8df,1930614481030267392,细节《1V5》
1,4.5,1,25,41194,1757230258,0,4251ac68,1930546345333320448,林 则 徐 不 背 这 口 锅 
1,115.11,5,25,16777215,1757154455,0,b95dd20a,1929910461886304768,*甲方保护
1,320.721,5,25,15138834,1757129318,0,bb91fa65,1929699602438292224,为什么没有反抗意识？
1,60.315,5,25,16707842,1757031878,0,59f966b,1928882217674338304,声音对了
1,210.526,5,25,15138834,1756964184,0,252f263d,1928314356290940160,马云：？
1,552.558,5,25,15138834,1756913357,0,d429688f,1927887992388279808,放心，家长看完直接又损失一部手机
1,215.227,1,25,16777215,1756806601,0,b2762c23,1926992451827387904,马云：我上早八
1,589.218,5,25,16707842,1757231343,0,9a04bc32,1930555444976571392,加油up主（有后续踢我）
1,257.68,5,25,16707842,1757120001,0,cc2d303c,1929621443243852032,在中国教育中，这确实是很正常的。
1,212.341,5,25,15138834,1757109432,0,c26718b5,1929532785362935296,麻花腾这招太狠了
1,344.38,5,25,16777215,1756907871,0,46781a31,1927841967543523840,受着
1,179.943,1,25,16777215,1756867298,0,89004692,1927501622096118016,感谢甲方
1,222.614,5,25,41194,1759106858,0,7f55409,1946288406527413504,关马云什么事，马云人都麻了哈哈哈哈
1,559.513,5,25,16777215,1758167251,0,ae451a26,1938406417191571968,弹幕里面又会有多少家长呢
1,523.158,5,25,15138834,1757221843,0,12cc1c3f,1930475755532811776,孩子刷到孩子想看的，大人刷到大人想看的
1,396.652,1,25,16707842,1757201845,0,b3cd3d8e,1930308003605608448,为了生活，生而不养，养而不教，最后不教而诛～自己不能辅导孩子，还怪孩子跟不上
1,491.253,1,25,16777215,1757188938,0,8709ea2e,1930199730785927936,真的“一切”都是他们“自己的”责任吗？认知局限在这了也是他们自己选的吗？哎我不知道了
1,41.821,5,25,16707842,1757048126,0,89ec7976,1929018516498347776,骑行佬不背锅
1,543.178,5,25,15138834,1756965780,0,bb4acfd3,1928327745172322048,多数家庭你跟他们说完，讲完他们还是那样 
1,217.084,5,25,16707842,1756944945,0,b6013dc4,1928152969807808256,谈笑间刷了三个视频但是声线都一模一样
1,256.062,5,25,16777215,1756894709,0,edb56cf0,1927731560392458752,光沟通是不够的，需要的是有效沟通
1,0.153,1,25,16777215,1756890278,0,941c94e0,1927694384615202560,那我就想请问了这位大叔是怎么能心安理得舔着个笔脸玩手机把视频发出去的
1,554.932,1,25,16777215,1756822167,0,e8566f4b,1927123033571550208,谁说家长刷不到，你我都是未来的家长
1,473.352,1,25,52480,1759117258,0,bf2042d7,1946375652479431424,儿子：你早就应该这样做不就好了啦！
1,226.101,1,25,16777215,1759083691,0,9ba9c13c,1946094071898776064,马化腾这招太狠了
1,401.922,1,25,16777215,1759046644,0,48e77abb,1945783300874630144,选择自毁是因为还是不想伤害其他人，而这些家长的所作所为无不都是向外的
1,480.566,1,25,16777215,1758465995,0,736bc6d1,1940912457619564288,儿子估计觉得也松了一口气
1,102.991,1,25,16777215,1758080616,0,c6637fce,1937679663862425088,有一说一3w块钱4天，你直接给孩子让他去旅游都花不了这么多
1,71.107,5,25,16777215,1757956295,0,f650957a,1936636785052948480,原来是商业战啊 那一点也不意外
1,37.144,5,25,41194,1757824362,0,ea4ee7d8,1935530053400681984,他出走这半年孩子反而好了
1,323.212,1,25,16777215,1757401442,0,5309ca22,1931982341031746560,因为未成年人的经济无法独立，怎么去反抗？
1,6.468,1,25,16777215,1757328808,0,72456a03,1931373047852855296,能不能先禁二手烟 
1,349.536,1,25,16777215,1757131308,0,cde686d9,1929716297655692544,这些家长总是把自己的问题推到其他事情上，就算没有了游戏，他们也会推到其他东西上
1,199.111,5,25,16777215,1757112092,0,fa1eed2c,1929555100687945728,那我不氪不就行了(其实是没钱)
1,126.051,5,25,16707842,1757070767,0,76607185,1929208442065888512,保护视频
1,568.894,1,25,16777215,1757050120,0,c792cc9b,1929035236360967168,尽管以前的家长们刷不到，只要未来的家长们看到就可以了
1,200.562,1,25,16777215,1757005168,0,2efead3,1928658151688387840,“坏游戏，让人疯”
1,43.695,5,25,15138834,1756988418,0,4a744e13,1928517646337918976,乐子家长
1,196.706,5,25,16777215,1756956732,0,28b0591d,1928251847656061184,如果是我，只会把耳机摘掉，然后在他们面前大声的外放游戏
1,333.732,5,25,16777215,1756874408,0,d6f47af9,1927561258203796224,好！
1,471.473,5,25,16707842,1756855821,0,d5ee4094,1927405346159237888,诗人
1,315.423,1,25,16777215,1759173194,0,e99f29ab,1946844879569175040,往往很多自我感动的父母
1,40.58,1,25,16777215,1759056495,0,25d062ca,1945865932665248768,很多家长不知道吗，转学对小孩的成绩打击特别大，转一次打一次
1,366.206,5,25,16707842,1758624423,0,92e28327,1942241452579160320,少羽带坏的家长太有实力了
1,220.664,1,25,16777215,1758624049,0,bd9154d8,1942238313998284032,腾讯这招太狠了
1,530.369,1,25,16777215,1757853952,0,f96480ed,1935778268033288704,好歹有一个清醒的爸。
1,479.106,1,25,16777215,1757677475,0,81112a21,1934297875215568896,他想去看，他儿子也不待见他啊
1,340.921,1,25,16777215,1757414959,0,b9b9688,1932095734896077056,反噬这一块
1,12.421,1,25,16777215,1757388793,0,aac8cf50,1931876237429736192,花光？说不定是赚了
1,39.136,1,25,16777215,1757358877,0,bb71b9fb,1931625283749306368,这也算儿子不幸中的万幸了，摆脱了这个神人父亲……
1,41.619,1,25,16777215,1757228380,0,cfb68079,1930530594497482496,关键是他出去之后儿子又好了 回来儿子又自闭了
1,5.46,1,25,16777215,1757209865,0,31aa5544,1930375275435528448,乐子
1,238.438,1,25,16707842,1757155877,0,e27a958b,1929922391048846848,怎么有个嘉豪？
1,384.836,1,25,16777215,1757131362,0,cde686d9,1929716750866947328,没有了解压东西，你猜孩子成绩是上升还是下降？
1,0.0,1,25,16777215,1757130345,0,2d80c217,1929708219450577152,在社交媒体定时更新何尝不是一种“网瘾”呢，先自己戒掉叭
1,62.311,5,25,16707842,1757127430,0,7d16a483,1929683760476221440,我赞成，孩子以后玩主机游戏
1,187.89,5,25,16777215,1757052356,0,886a2fc6,1929053993121290496,世界上的一切问题都可以归咎为穷病。。
1,379.692,1,25,16777215,1757012788,0,91287714,1928722072789065728,所以有些时候，孩子心理有问题了，家长就一定有问题。这真不是开玩笑的，这也是学生的心理问题最不好治的一个原因。因为学生脱离不了让他生病的环境
1,210.589,5,25,16777215,1756990818,0,624cf877,1928537775079195136,马云：请输入文本
1,538.684,1,25,16707842,1756964039,0,8e3b563b,1928313136814319872,控制欲太强了！！！
1,29.649,5,25,16777215,1756962033,0,ca32c78f,1928296310155473152,孟母：这是错误示范
1,69.877,5,25,15138834,1756899013,0,4e15bb56,1927767660650095104,                                    ▼▼▼
1,459.196,1,25,16777215,1756897137,0,a62249f2,1927751924636357120,就事论事骂王者荣耀是真没错
1,459.165,1,25,16777215,1756875657,0,550ab35d,1927571740188990976,真正要治病的是他们自己，该看心理医生了
1,315.494,1,25,16777215,1756866372,0,be0f8390,1927493852416161792,你可以不送他去贵的学校，明明普通学校就可以
1,76.31,1,25,16777215,1756857514,0,12ff1983,1927419544843040512,短视频的影响不比游戏大得多？
1,41.524,1,25,16777215,1756820651,0,be22546b,1927110315645511424,林则徐:我不是一个这么莽的人
1,213.468,1,25,16777215,1759287970,0,c8452aca,1947807682807879936,腾讯是马化腾的，阿里巴巴是马云的
1,583.198,1,25,16777215,1759146233,0,b13b0010,1946618712841498880,我给我爸看这个视频，他估计只会说:“难道我养你这么大都是我都错吗？难道我要纵容你才对吗？”
1,583.368,1,25,16777215,1759146204,0,b13b0010,1946618463355778304,我给我爸看这个视频，他估计只会说:难道我养你这么大都是我都错吗？难道我要纵容你才对吗？
1,532.616,1,25,16777215,1759137468,0,4dc7eb6,1946545180979491328,如果都不玩游戏，一起努力工作，社会会不会更卷？？？
1,477.771,1,25,16777215,1759131131,0,c1946c2b,1946492025482521088,然后现实是龙场悟道  出来狠狠孝顺他   福报来咯
1,388.106,1,25,16776960,1759120763,0,7c703da6,1946405055171442944,初中和高中本来就不是一个level，下滑不是很正常吗
1,555.379,1,25,16777215,1759117726,0,67873292,1946379579547793664,想多了，看到这个视频的本来就不会这么干。
1,64.396,1,25,16646914,1759111387,0,ef8afc84,1946326397895581952,转人工
1,296.009,1,25,16777215,1759057056,0,da6cb614,1945870635838729472,1万1年算啥私立学校
1,315.627,1,25,16777215,1759031971,0,fa6b8f1d,1945660208622097408,他沉迷在自己这个“为了孩子付出一切”的人设里
1,4.461,1,25,16777215,1758803472,0,55ec9e05,1943743425149311232,傻子
1,448.31,1,25,15138834,1758465742,0,c7ac8581,1940910337172455168,现在都不是望子成龙了，都是望子成神
1,361.134,1,25,16777215,1758203790,0,87ce4b86,1938712925569322240,我在想这是营销，这些组织或机构有很多虚假案例
1,502.14,1,25,16777215,1757778492,0,13812641,1935145263404903680,这种极端宗教信仰，我没记错的话是不允许产生的，所以现在我一个都没看见过
1,40.62,5,25,16777215,1757763983,0,8c33364a,1935023558040837632,那话又说回来了
1,221.418,5,25,14811775,1757758893,0,e05134e7,1934980857132090112,哈哈哈哈绷不住了
1,52.269,5,25,16777215,1757753300,0,c57d9277,1934933941584793344,？反什么
1,553.113,1,25,16777215,1757615478,0,6c35dc7a,1933777808757789440,然而真正需要看到的人永远看不到，看到了也会装聋作哑
1,290.479,1,25,16707842,1757428979,0,890f2514,1932213340856945408,“苛求”吗？骗你的，好好说他们也不听，他们自己不去正视问题，只相信自己相信的，你拿什么劝？可悲吗？他们宁愿自我感动，也不想实际解决问题，只知道“怪罪它物”“让别人关闭游戏”
1,391.879,5,18,16777215,1757375433,0,1c4f6403,1931764161357380864,我的家长早期跟这个差不多，但是长大了就不管我了成绩算中等
1,371.978,1,25,16777215,1757288083,0,e5821c35,1931031420617281536,一群有相同遭遇的人聚在一起，一传十，十传百，就认为是游戏的锅影响。本质是分不清矛盾主体是什么
1,365.182,1,25,16777215,1757266370,0,28ab3ddf,1930849279074380288,宗教？
1,358.835,5,25,16777215,1757264631,0,ca8e7170,1930834691477412352,梦到啥说啥
1,17.888,5,25,15138834,1757238313,0,9eb14983,1930613913809115392,招笑
1,491.215,5,25,16707842,1757231187,0,9a04bc32,1930554140497514240,City Walk
1,134.804,1,25,16777215,1757212992,0,36f1333d,1930401510177599744,请大家不要，骂他这真的是因为有甲方帮助，所以这视频不容易下架，并且阿婆主本身也是得赚钱的
1,50.509,5,25,16777215,1757209934,0,221427b8,1930375855667453440,你就是宣传反对校园暴力也行啊！这个才是重点！
1,286.784,1,25,16777215,1757203198,0,8f317811,1930319348124361472,有一说一，没有压力游戏也挺吸引人的
1,576.362,1,25,16777215,1757202258,0,ac26fffb,1930311468587628544,你也说了，他们不愿意承认是自己教育的失败。看到也不以为意，或者说根本不会想看。
1,471.611,1,25,16777215,1757202060,0,104d17c4,1930309801989470720,其实就是不负责任
1,470.115,5,25,16777215,1757201997,0,29839ea6,1930309275335924480,这何尝不是一种优胜劣汰
1,513.754,1,25,16777215,1757201561,0,d444879c,1930305618557118976,为什么不去反烟酒和槟榔？
1,29.78,1,25,16777215,1757189888,0,8e731213,1930207696095661568,封建迷信吗这不是
1,17.241,1,25,16777215,1757185218,0,f775e700,1930168524735944448,受着
1,31.408,1,25,16777215,1757175093,0,9e29637d,1930083585944223232,恍然大悟
1,119.889,1,25,16777215,1757161970,0,cad0d639,1929973509925400064,不要骂小七，他也是人，得吃饭的。
1,263.951,1,25,16777215,1757153523,0,c5d8e01e,1929902647545473536,他宁愿花五六十万也不愿意给孩子找个心理老师谈谈
1,39.892,5,25,16707842,1757142351,0,c77a016b,1929808927801959424,这不就是不负责任，又不想承认吗
1,5.653,1,25,16777215,1757142069,0,f11ec202,1929806561945966080,他不如喊着禁烟……
1,4.083,1,25,16777215,1757140740,0,8071294c,1929795416086978048,那我还秦始皇转世嘞
1,15.681,5,25,15138834,1757140344,0,403ac296,1929792097234764288,过度沉迷确实不应该 但并不是说一点都不能玩
